	업종명	업소명	소재지지번	법인명	longitude	latitude	업태명	프랜차이저
100	휴게음식점	지커피(GCOFFEE)	서울특별시 마포구 서교동  352번지 11호  1층	(주)지엔씨미디어	126.9194976	37.5552912	커피숍	0
101	휴게음식점	빈브라더스	서울특별시 마포구 동교동  165번지 4호  양화로164빌딩 3층일부	(주)에이블커피그룹	126.92396799999999	37.5565619	커피숍	0
102	휴게음식점	캣앤라켓커피(Cat And Racket)	서울특별시 마포구 서교동  397번지 3호  1층		126.9181054	37.5502921	커피숍	0
103	휴게음식점	아이엔유카페사랑신촌점	서울특별시 마포구 노고산동  107번지 104호  미화빌딩 5층일부	(주)아이엔유카페사랑	126.9370162	37.5533248	커피숍	0
104	휴게음식점	이상	서울특별시 마포구 서교동  487번지  서교동대우미래사랑 1층-109		126.9166702	37.5574793	커피숍	0
105	휴게음식점	로즈(ROSE)	서울특별시 마포구 서교동  371번지 10호  지하1층일부	(주)제이디앤드디	126.91912169999999	37.5528739	커피숍	0
106	휴게음식점	카페오아시아서교점	서울특별시 마포구 서교동  449번지 27호  1층	카페오아시아 사회적협동조합	126.91729369999999	37.557274	커피숍	0
107	휴게음식점	데코덴카페내맘케(decoden cafe 내맘케)	서울특별시 마포구 서교동  363번지 20호	(주)더만듦	126.9218593	37.551153600000006	커피숍	0
108	휴게음식점	스페로스페라	서울특별시 마포구 서교동  364번지 31호		126.922327	37.5521499	기타 휴게음식점	0
109	휴게음식점	훈고링고브레드	서울특별시 마포구 서교동  247번지 163호  2층일부(좌측)		126.912966	37.558105499999996	커피숍	0
110	휴게음식점	빽다방홍대극동방송점	서울특별시 마포구 서교동  411번지 2호  1층일부		126.92263020000001	37.54980279999999	다방	1
111	휴게음식점	달콤커피홍대YZ파크점	서울특별시 마포구 동교동  166번지 15호  동교동 스타피카소 7층일부(7FA07일부7FA087FA097FA117FA147FA497FA50호)		126.9251416	37.5571183	커피숍	0
112	휴게음식점	만나떡볶이	서울특별시 마포구 동교동  148번지 8호  1층일부		126.9251077	37.5594763	기타 휴게음식점	0
113	휴게음식점	스윗츄(SWEETU)	서울특별시 마포구 서교동  474번지 37호  1층		126.9138868	37.5560326	기타 휴게음식점	0
114	휴게음식점	쿵푸티	서울특별시 마포구 서교동  357번지 1호  서교오피스텔지2층일부		126.914726	37.55647929999999	커피숍	0
115	휴게음식점	움트(oumt)	서울특별시 마포구 서교동  332번지 15호  삼이빌딩 2층		126.9260189	37.555448	기타 휴게음식점	0
116	휴게음식점	스타벅스커피 서교동사거리	서울특별시 마포구 서교동  374번지 20호  1층	(주)스타벅스커피 코리아	126.91856440000001	37.5533761	커피숍	1
117	휴게음식점	쏘커피홍대역점	서울특별시 마포구 서교동  354번지 1호  1층일부		126.92156409999998	37.554755	커피숍	0
