index,hour,dong,성별,인구,유출입인구
679,9,합정동,male,4966.218501057127,704.3313528216295
680,10,공덕동,female,7706.655925550758,-532.5155358651573
681,10,공덕동,male,6747.0496807617565,-673.8405876054358
682,10,당산1동,female,7117.308015625798,2240.8598664566944
683,10,당산1동,male,6870.9205746299895,1873.2940908918008
684,10,당산2동,female,8213.103676790064,1551.6964867056267
685,10,당산2동,male,8008.939486637175,1590.36184062729
686,10,대림1동,female,3217.6818831051846,-257.2561867018253
687,10,대림1동,male,2685.4271195028123,-755.4866712137255
688,10,대림2동,female,2661.6275816463817,-522.5058294524652
689,10,대림2동,male,2635.449832915056,-456.5145386508875
690,10,대림3동,female,4204.191815493563,-429.1428695370141
691,10,대림3동,male,4412.043322347293,-174.23359659600646
692,10,대흥동,female,6625.310509012249,1578.1059259431995
693,10,대흥동,male,7121.283118299572,2138.3443364635978
694,10,도림동,female,2547.5240370008632,-1124.6441519923496
695,10,도림동,male,2470.258066539889,-1232.9308168389944
696,10,도화동,female,5630.917171553658,475.9826421637654
697,10,도화동,male,4818.188519453736,257.20540747118866
698,10,망원1동,female,5008.271215235485,-853.563069714739
699,10,망원1동,male,4261.599938392705,-865.8472805259216
700,10,망원2동,female,3162.543118660992,-1156.443931372607
701,10,망원2동,male,2940.8653931484864,-964.9873040786861
702,10,문래동,female,9685.425201791679,2173.809109840073
703,10,문래동,male,10800.883622563633,3282.1247148962084
704,10,상암동,female,11401.242899224657,3891.0527808788393
705,10,상암동,male,12504.040539759842,5164.63005745605
706,10,서강동,female,6188.323942904617,403.07182647957325
707,10,서강동,male,6045.785157800406,406.44523175875474
708,10,서교동,female,19577.07998173801,9522.437815631663
709,10,서교동,male,18734.444937406915,8098.985432916261
710,10,성산1동,female,3825.4905355924493,-369.72038278352466
711,10,성산1동,male,3504.7000415384946,-257.1705593963452
712,10,성산2동,female,7359.073812203732,-1163.365746402299
713,10,성산2동,male,6414.22033370054,-1116.7485517927762
714,10,신길1동,female,2768.0094818084513,-680.3723746461219
715,10,신길1동,male,2929.97564301239,-639.99348775301
716,10,신길3동,female,2565.1945064141382,-670.3251682820483
717,10,신길3동,male,2378.31948221053,-859.6187459024345
718,10,신길4동,female,1227.7771406004733,-506.5017464548214
719,10,신길4동,male,1231.1349656174102,-506.6795437833357
720,10,신길5동,female,1651.670714426353,-264.4766931384763
721,10,신길5동,male,1614.2223090592267,-282.4240531448197
722,10,신길6동,female,3700.0939724655773,-496.76624147243274
723,10,신길6동,male,3271.6482408290562,-773.2416877683481
724,10,신길7동,female,2884.1660980149004,-667.2491405177889
725,10,신길7동,male,2788.846724994952,-819.8992093436059
726,10,신수동,female,2613.2437186049133,-628.0399858281485
727,10,신수동,male,2714.3960838938738,-449.2608330269486
728,10,아현동,female,5574.925959107198,286.57015692895584
729,10,아현동,male,4539.946627093056,-200.6718449156715
730,10,양평1동,female,4694.564864246525,1083.0605233301403
731,10,양평1동,male,5292.12102443391,1596.209430111328
732,10,양평2동,female,6965.871758578724,1679.876341753631
733,10,양평2동,male,8166.212940493307,2684.6993266432128
734,10,여의동,female,31738.42918672418,21828.544236509006
735,10,여의동,male,42404.7854345563,32152.089587408303
736,10,연남동,female,2510.536374082446,-192.75208766860715
737,10,연남동,male,2400.088502017366,-68.96782668828473
738,10,염리동,female,2787.4662802708813,330.15880649512246
739,10,염리동,male,2343.540354100948,63.605534165556946
740,10,영등포동,female,13116.885394170262,5229.6899266507935
741,10,영등포동,male,13479.197750686782,4447.553598421064
742,10,영등포본동,female,3870.2821282285777,207.5350787494276
743,10,영등포본동,male,3815.471737522135,-45.4624533859178
744,10,용강동,female,5349.416911990806,791.7138487182938
745,10,용강동,male,5072.245127258167,712.83017174833
746,10,합정동,female,5590.056453486147,1004.2970818100521
747,10,합정동,male,5262.6571113526325,1000.7699631171354
748,11,공덕동,female,7733.580539454864,-505.5909219610512
749,11,공덕동,male,6852.104917552167,-568.7853508150256
750,11,당산1동,female,7188.644368568351,2312.1962193992467
751,11,당산1동,male,7038.972502417659,2041.34601867947
752,11,당산2동,female,8070.225247355303,1408.8180572708652
753,11,당산2동,male,7988.7458415518995,1570.1681955420145
754,11,대림1동,female,3141.6832171159135,-333.2548526910964
755,11,대림1동,male,2682.8059916019993,-758.1077991145385
756,11,대림2동,female,2736.12680366741,-448.0066074314368
757,11,대림2동,male,2688.8946663536017,-403.0697052123419
758,11,대림3동,female,4307.657138350062,-325.67754668051475
759,11,대림3동,male,4649.562587046655,63.28566810335542
760,11,대흥동,female,6811.961243642685,1764.7566605736356
761,11,대흥동,male,7207.648515863493,2224.7097340275186
762,11,도림동,female,2485.4693596717434,-1186.6988293214695
763,11,도림동,male,2468.0311709800944,-1235.157712398789
764,11,도화동,female,5803.597521020697,648.6629916308048
765,11,도화동,male,5110.887991448721,549.904879466173
766,11,망원1동,female,5134.651525052315,-727.1827598979089
767,11,망원1동,male,4368.085077706566,-759.3621412120601
768,11,망원2동,female,3168.677772639831,-1150.3092773937683
769,11,망원2동,male,2978.9461207831264,-926.9065764440461
770,11,문래동,female,9769.480910597395,2257.8648186457885
771,11,문래동,male,10770.036675907822,3251.2777682403976
