,hour,dong,인구,유출입인구,여성,남성,남성비율
0,0,공덕동,15909.69151605695,249.629786273842,120.60529183843755,129.02449443540445,0.5168633774090787
1,0,당산1동,10229.875241199625,355.80060829233116,84.5484638241569,271.25214446817427,0.762371221820142
2,0,당산2동,13756.939464508898,676.9546284145745,208.290937148573,468.6636912660015,0.6923118206069591
3,0,대림1동,6923.890547071971,8.038686548423811,10.977917966566565,-2.9392314181427537,0.21119493201474634
4,0,대림2동,6386.126679173204,110.02889650841371,43.66465153097988,66.36424497743383,0.6031528724125582
5,0,대림3동,9474.867589809899,255.25598583602368,95.15416973629453,160.10181609972915,0.6272206137511638
6,0,대흥동,10164.694848840674,134.55148393564923,45.03383628199026,89.51764765365897,0.6653040534021297
7,0,도림동,7443.697194274406,68.34012190230987,44.886438332951,23.453683569358873,0.34319054336609467
8,0,도화동,10141.55821204486,425.640570672419,137.86415605276034,287.7764146196587,0.676101937757096
9,0,망원1동,11237.192502563688,247.91099869483787,36.070802525863655,211.84019616897422,0.8545009994886736
10,0,망원2동,8369.566435162127,144.72668790135504,48.71097284231746,96.01571505903757,0.6634278476992536
11,0,문래동,15172.969301437126,142.5943018180942,41.70950192687451,100.8847998912197,0.7074953108569316
12,0,상암동,15555.53689025535,705.9362896057382,301.6876965323072,404.24859307343104,0.5726417511404631
13,0,서강동,11776.808971577339,352.2169291106429,126.07871559162959,226.13821351901333,0.6420424313221352
14,0,서교동,24220.842893069115,3530.741222472114,1253.0907830180186,2277.6504394540952,0.6450912983816345
15,0,성산1동,7986.516147398236,29.434628087422425,19.137768985040566,10.296859102381859,0.34982127417406583
16,0,성산2동,16176.653571982539,123.24512788319134,106.78164365688099,16.463484226310356,0.13358324591876797
17,0,신길1동,7082.227048331848,63.876061111875515,25.628548622722064,38.24751248915345,0.5987769412106513
18,0,신길3동,6509.852782199321,36.39487939016999,63.58061000830003,-27.185730618130037,0.29951334856628425
19,0,신길4동,3485.855560526211,13.762164070170002,13.856924291115547,-0.09476022094554537,0.006792027218191904
20,0,신길5동,3856.653113580045,43.85934381116954,28.132951099752972,15.726392711416565,0.3585642498238099
21,0,신길6동,8352.723131385243,110.97298884982729,46.46028556376314,64.51270328606415,0.581336989790958
22,0,신길7동,7274.2555780939465,114.09440522269915,70.00131603088766,44.09308919181149,0.3864614492336136
23,0,신수동,6472.783127305771,67.84250595188632,41.238679252197926,26.603826699688398,0.39214097896908084
24,0,아현동,10102.397127050677,73.42285286370861,8.677946353722291,64.74490650998632,0.881808646555443
25,0,양평1동,7255.587387534919,-51.828547704048106,-32.49451034368349,-19.33403736036462,0.3730383778215441
26,0,양평2동,11004.862576806974,237.35354613178697,6.89718479541807,230.4563613363689,0.9709413029304879
27,0,여의동,21586.873807423803,1424.2930100606281,207.05590890059284,1217.2371011600353,0.8546254826513688
28,0,연남동,5339.468254246009,167.12346378930442,86.13463208437724,80.98883170492718,0.48460479377708005
29,0,염리동,4748.63386495986,11.391571248709624,13.156525730766589,-1.7649544820569645,0.11828280149714361
30,0,영등포동,17867.38060802919,948.5409882440035,234.8090483257547,713.7319399182488,0.7524523966429248
31,0,영등포본동,7647.680534402254,123.99929401505142,19.231097360737294,104.76819665431412,0.8449096221595991
32,0,용강동,9286.169860613976,369.0518418316269,158.96518766090867,210.08665417071825,0.5692605492172734
33,0,합정동,9352.21386031215,504.56734040055744,157.10466359605743,347.4626768045,0.6886348936668437
34,1,공덕동,15807.977402875636,147.91567309252878,80.24261193689017,67.6730611556386,0.4575110922377081
35,1,당산1동,10070.192765159174,196.11813225188143,59.78968176141825,136.32845049046318,0.6951343505320138
36,1,당산2동,13453.385589784426,373.40075369010265,113.59120972945857,259.8095439606441,0.6957927679392646
37,1,대림1동,6969.918511828815,54.06665130526699,23.175928846358147,30.89072245890884,0.5713452139748032
38,1,대림2동,6402.232475771676,126.13469310688515,41.55094722071635,84.5837458861688,0.6705827223481922
39,1,대림3동,9480.559142522603,260.9475385487267,118.67514257759194,142.27239597113476,0.545214554474781
40,1,대흥동,10093.383351664033,63.2399867590093,39.79171975648387,23.448267002525427,0.37078228829933996
41,1,도림동,7461.968948577034,86.6118762049382,42.24959232189849,44.36228388303971,0.5121963156423389
42,1,도화동,9966.742621971465,250.82498059902537,95.51804823051043,155.30693236851494,0.6191844687782203
43,1,망원1동,11269.595988927527,280.31448505867684,96.79740849627433,183.5170765624025,0.6546828164230892
44,1,망원2동,8340.168015365209,115.32826810443748,51.55849529718671,63.769772807250774,0.5529413894389099
45,1,문래동,15067.235238226607,36.86023860757723,11.919821676488027,24.940416931089203,0.6766211471556315
46,1,상암동,15190.751090728247,341.1504900786367,138.98183405427426,202.16865602436246,0.5926084291356629
47,1,서강동,11748.887793162141,324.29575069544626,94.70154439227281,229.59420630317345,0.707977843714612
48,1,서교동,22763.174470521706,2073.072799924703,666.9189350433899,1406.153864881313,0.6782944935326857
49,1,성산1동,8039.501655496206,82.42013618539204,55.94863774265286,26.471498442739176,0.32117756252180185
50,1,성산2동,16126.03467507237,72.62623097302276,83.86153350816676,-11.235302535144001,0.11814591318292664
51,1,신길1동,7079.429822564463,61.07883534449002,3.932210858151393,57.146624486338624,0.9356207295706708
52,1,신길3동,6513.051112092753,39.59320928360148,60.12276767392814,-20.529558390326656,0.2545439095454109
53,1,신길4동,3494.691135964396,22.59773950835529,22.07524863109643,0.5224908772588606,0.023121378006223797
54,1,신길5동,3871.5675025638543,58.773732794978514,24.054207590672377,34.71952520430614,0.590732008215624
