,OBJECTID,adm_nm,adm_cd,adm_cd2,gu,dong,geometry
10,216,서울특별시 마포구 성산2동,1114073,1144073000,마포구,성산2동,"MULTIPOLYGON (((126.9118051132751 37.57027898846455, 126.9168544015975 37.56788732253502, 126.9177418017608 37.56744328204122, 126.9166629233119 37.56693883660667, 126.9154373956093 37.56681446783543, 126.9035840924174 37.56337254155295, 126.9043048704066 37.56239755941199, 126.9038100821801 37.56278710340528, 126.9033372881706 37.56330283738475, 126.9023553995021 37.56317401721145, 126.9019602227186 37.56303343439581, 126.9000020946687 37.56223707536697, 126.8943215126057 37.5598904888211, 126.893644012782 37.56141145123078, 126.8943844962828 37.56302504531712, 126.894568192711 37.56351177852243, 126.8947760316445 37.56406379062059, 126.8949370766664 37.56462682929417, 126.8951008568384 37.5652011485137, 126.8948582967179 37.56649108009984, 126.8936892866868 37.56717460978118, 126.8928008264197 37.56762978260372, 126.8919706855073 37.5683855675492, 126.891163375328 37.56970452412119, 126.8912173568889 37.57089795405108, 126.892054710435 37.57271622111926, 126.892144193127 37.57285300995186, 126.8923077116474 37.57293722599432, 126.8935373269602 37.57325901923465, 126.8939294178652 37.57326103290661, 126.894015965573 37.57321618746452, 126.8940740908198 37.57313896767413, 126.8943122093936 37.57283823993331, 126.894405164586 37.57272154230715, 126.8945685103418 37.5726525261146, 126.8947302036664 37.57266451388857, 126.8947807137234 37.57266826105127, 126.8965717703672 37.57288248533965, 126.8991012994255 37.57325151513029, 126.9002940562973 37.57383884918893, 126.9016074451945 37.57546229817317, 126.9047785603159 37.57339284870578, 126.9118051132751 37.57027898846455)))"
11,217,서울특별시 마포구 상암동,1114074,1144074000,마포구,상암동,"MULTIPOLYGON (((126.8982002529728 37.57826168402391, 126.8985945773639 37.57799296302955, 126.9016384701362 37.5759187600103, 126.9028198155846 37.57714710835636, 126.9031269616782 37.57689188651241, 126.9016074451945 37.57546229817317, 126.9002940562973 37.57383884918893, 126.8991012994255 37.57325151513029, 126.8965717703672 37.57288248533965, 126.8947807137234 37.57266826105127, 126.8947302036664 37.57266451388857, 126.8945685103418 37.5726525261146, 126.894405164586 37.57272154230715, 126.8943122093936 37.57283823993331, 126.8940740908198 37.57313896767413, 126.894015965573 37.57321618746452, 126.8939294178652 37.57326103290661, 126.8935373269602 37.57325901923465, 126.8923077116474 37.57293722599432, 126.892144193127 37.57285300995186, 126.892054710435 37.57271622111926, 126.8912173568889 37.57089795405108, 126.891163375328 37.56970452412119, 126.8919706855073 37.5683855675492, 126.8928008264197 37.56762978260372, 126.8936892866868 37.56717460978118, 126.8948582967179 37.56649108009984, 126.8951008568384 37.5652011485137, 126.8949370766664 37.56462682929417, 126.8947760316445 37.56406379062059, 126.894568192711 37.56351177852243, 126.8943844962828 37.56302504531712, 126.893644012782 37.56141145123078, 126.8943215126057 37.5598904888211, 126.8831662843492 37.55446522843518, 126.8761341968334 37.55912658761509, 126.8692583211439 37.5638862757829, 126.8662839125682 37.56589160853773, 126.8642204360812 37.56686861025829, 126.8605076214259 37.56862532577344, 126.8603306129429 37.56870889550703, 126.8584034858136 37.5696211589387, 126.8574143359696 37.57107257166085, 126.85775240042 37.57464240610413, 126.8578452280807 37.57562105304849, 126.8617233587331 37.57585615430218, 126.8649540818197 37.57583670668176, 126.8666445723578 37.57645388650749, 126.8679906708789 37.57739286210846, 126.8733451257962 37.57884665357865, 126.8762592572779 37.57896289567578, 126.8770765689666 37.57890294324922, 126.8774413573245 37.57940415282648, 126.8775222047042 37.57951523499246, 126.8776316670701 37.57974848066657, 126.8774695841369 37.58030804715512, 126.8766344280434 37.58155907811828, 126.8766718219819 37.58412133510443, 126.8776320644497 37.58620286290891, 126.8802864898998 37.5896407938631, 126.8803672602051 37.58970793415009, 126.880491093297 37.58981086906532, 126.8822410175408 37.59093660473638, 126.8832548932839 37.59006307044694, 126.8869786781206 37.58686356073997, 126.8874406483675 37.58646711613211, 126.8894079244553 37.58481771545058, 126.8896534292146 37.58463747412624, 126.8899199553733 37.58444180002028, 126.8899697991227 37.58440600400859, 126.890225144344 37.58423843470268, 126.8921768677375 37.58293919097798, 126.8952926832612 37.58146303404953, 126.8962298368553 37.58085411699324, 126.8966632485242 37.58048853079705, 126.897908384158 37.57916941155027, 126.8982002529728 37.57826168402391)))"
12,218,서울특별시 마포구 도화동,1114075,1144058500,마포구,도화동,"MULTIPOLYGON (((126.956400908531 37.54058497383463, 126.953843087381 37.53848988563785, 126.9530081251642 37.53784721518655, 126.9530097583764 37.53780663495228, 126.9530135509406 37.53767483005122, 126.952994745193 37.53757012322018, 126.9529854531841 37.53751886545702, 126.9529684675836 37.53742578275144, 126.952826098804 37.53728412764071, 126.9522346649203 37.53680367004696, 126.9513102441408 37.53629462225033, 126.9511269139266 37.53621264875299, 126.9507583358477 37.53611741995191, 126.9494217055138 37.53587008443885, 126.9478106062036 37.53562256839294, 126.9463955384538 37.5357421699634, 126.9461861413993 37.5356532776357, 126.9460519636596 37.53559510609899, 126.9454327557922 37.53519236537115, 126.9450815156394 37.53493489864969, 126.945003636551 37.534466957167, 126.9435704355748 37.52941828315847, 126.9370875824056 37.53430558366682, 126.9406315026389 37.53602819788348, 126.9417708676003 37.53673213556684, 126.942887625212 37.53743482890265, 126.9437494645691 37.53798195499444, 126.9491655502303 37.54184146049104, 126.9497728624981 37.54237308116659, 126.9506971240766 37.54339777213969, 126.956400908531 37.54058497383463)))"
13,219,서울특별시 마포구 서강동,1114076,1144065500,마포구,서강동,"MULTIPOLYGON (((126.9340793160356 37.5534244789128, 126.9337180816022 37.55310964510148, 126.9329598532273 37.551482131783, 126.9329608658797 37.55004244592764, 126.9329606112453 37.54998505230067, 126.9328977417879 37.54931775313242, 126.9326263298927 37.54759938174731, 126.9325803422118 37.54733269437436, 126.9319205348435 37.54550598655517, 126.9319038960009 37.54546083909475, 126.9314479257129 37.54513190575493, 126.9313831880366 37.54508539992953, 126.9279024968538 37.54141082452227, 126.9254654174898 37.53782230476658, 126.91451019651 37.54015593272531, 126.9160567974384 37.5424958392827, 126.9166959083577 37.5434623137176, 126.9176468580008 37.54463537955714, 126.9196892258002 37.54730779007571, 126.9202954202461 37.54831353113426, 126.9211515500604 37.54869853698207, 126.9218517485528 37.54909968700363, 126.9238719363962 37.55064410505157, 126.9242355356329 37.55092980296554, 126.924246112768 37.55111907432779, 126.9242144816767 37.55155275641901, 126.9241069367143 37.55182714273984, 126.9241018923207 37.55185299580587, 126.9240944199308 37.55189130265663, 126.9240685255545 37.55212117754472, 126.924096081736 37.55222706247578, 126.9241135074608 37.55226059645138, 126.9242179213387 37.55239327917703, 126.925042726905 37.55317474527072, 126.9255183252951 37.55333137986034, 126.9293106705781 37.55415124036514, 126.9309449054894 37.55471356454586, 126.9340793160356 37.5534244789128)))"
14,220,서울특별시 마포구 공덕동,1114077,1144056500,마포구,공덕동,"MULTIPOLYGON (((126.9623868743941 37.55150399398249, 126.9631996202727 37.54867748111055, 126.9629344528892 37.54878005031158, 126.9616204984659 37.54769695633127, 126.9586293379188 37.54558188748002, 126.9578032919165 37.54289883621519, 126.9577002539413 37.54208264069798, 126.9565075360991 37.5407048529434, 126.956400908531 37.54058497383463, 126.9506971240766 37.54339777213969, 126.9506424895186 37.54342232220395, 126.9504656995462 37.54354155028949, 126.9516785403981 37.54514460537914, 126.9520571181234 37.54564452933742, 126.9522102482157 37.54558559216117, 126.9535773890345 37.54746271683133, 126.9539896828331 37.54807647310309, 126.9577678217168 37.55513109989602, 126.9587084229293 37.55665982191486, 126.9614834863961 37.55885377187588, 126.9630366208267 37.5581825818219, 126.9632159136027 37.55715025898734, 126.9630980674387 37.55642298000916, 126.9629271112777 37.55622661812477, 126.9620501845675 37.55532645358582, 126.962020870108 37.55533783023146, 126.9619841986044 37.55535206667223, 126.961838039219 37.55540660812221, 126.9617027044694 37.55534292838134, 126.9616618402714 37.55334171879928, 126.961707249935 37.55296638811462, 126.9620685757563 37.55207943160345, 126.9621362215918 37.55192200380381, 126.9623868743941 37.55150399398249)))"
15,221,서울특별시 마포구 아현동,1114078,1144055500,마포구,아현동,"MULTIPOLYGON (((126.9587084229293 37.55665982191486, 126.9577678217168 37.55513109989602, 126.9539896828331 37.54807647310309, 126.9535773890345 37.54746271683133, 126.9522102482157 37.54558559216117, 126.9520571181234 37.54564452933742, 126.9516785403981 37.54514460537914, 126.9504656995462 37.54354155028949, 126.9506424895186 37.54342232220395, 126.949681604116 37.54381892668303, 126.9478792269796 37.5446432089276, 126.9477691380782 37.54536935349683, 126.9480373547546 37.54554863749475, 126.9484843836123 37.54595293967385, 126.9499770007564 37.54762514721393, 126.950587062689 37.55232400913784, 126.9506029073966 37.55249218424722, 126.95060871916 37.55255395361905, 126.9506480878803 37.55297439022646, 126.9504065288767 37.55397488873458, 126.9496261341447 37.55502091425022, 126.9487627092158 37.55542740855991, 126.9488469515568 37.5569707947589, 126.9519528966659 37.55712665080522, 126.9520101818502 37.5571302967514, 126.9532054250295 37.55721808617319, 126.9543158000097 37.55729983786602, 126.9549844498567 37.55743443562915, 126.9552966108147 37.5574422027591, 126.9562066835198 37.55746483494933, 126.9568396549737 37.55747537489984, 126.9570693144166 37.55747914787436, 126.95848525886 37.55723682283254, 126.9586847683168 37.55684337204226, 126.9587084229293 37.55665982191486)))"
16,285,서울특별시 영등포구 여의동,1119054,1156054000,영등포구,여의동,"MULTIPOLYGON (((126.91451019651 37.54015593272531, 126.9254654174898 37.53782230476658, 126.9256461421733 37.53778037073113, 126.9279153706955 37.53725620986841, 126.9286283053523 37.53709178525238, 126.9288907524668 37.53703161884063, 126.9292299623807 37.53695385900097, 126.9296652962672 37.53689705915932, 126.9312332668581 37.53669424662898, 126.9340062933555 37.5363358075863, 126.9370875824056 37.53430558366682, 126.9435704355748 37.52941828315847, 126.9463376417002 37.52733348001347, 126.9467095221252 37.52705008388215, 126.947419988147 37.52585911923523, 126.9477164998475 37.52536025593309, 126.9479410860183 37.52358226240619, 126.9496153697221 37.52116318540098, 126.9504023930373 37.52002668967632, 126.9456341858428 37.51866246584442, 126.942963174707 37.51776431964156, 126.9396322016647 37.51700745173675, 126.9384822055998 37.51678990985248, 126.933038657393 37.51576455353615, 126.9321534490204 37.51565431547159, 126.9260111646754 37.51609788418517, 126.9252496564032 37.51623731486038, 126.9251121605252 37.51628731702501, 126.9201857196567 37.51809298103581, 126.9198497061859 37.51821646569524, 126.9197410000062 37.51825642040492, 126.9191518866807 37.51852618358289, 126.9183092943833 37.51891305215489, 126.91818070275 37.51899686639826, 126.9176262018576 37.51936030762003, 126.9174919212965 37.51944861332825, 126.9171994068788 37.51958466694873, 126.9166474453163 37.51989403495129, 126.9160151900539 37.52034271281393, 126.9158226245087 37.52063807885018, 126.9152277068853 37.52155119782608, 126.9136905874948 37.52374956855051, 126.9133830304248 37.52416835015541, 126.9132007364901 37.52441657606926, 126.9127069815974 37.52516092855557, 126.9119789822813 37.5262592934773, 126.9116287422085 37.52735384872476, 126.9097046752688 37.53337527100945, 126.909421112665 37.53426257889487, 126.9083636117838 37.53757223866262, 126.90800274386 37.53915655972921, 126.907822743401 37.53994683352055, 126.9077590055876 37.54094551386676, 126.9077129252561 37.54166765894863, 126.91451019651 37.54015593272531)))"
17,286,서울특별시 영등포구 당산1동,1119055,1156055000,영등포구,당산1동,"MULTIPOLYGON (((126.9028357295968 37.52612206788627, 126.9022304762056 37.52449882926128, 126.9022078308843 37.5244378374517, 126.9021349207563 37.52424146077694, 126.9010041788436 37.52040611775723, 126.9009742769206 37.52016598147087, 126.9009747800145 37.52013419338181, 126.9009756720509 37.52007923353742, 126.9009789163053 37.51993954062338, 126.9009830232993 37.51986745339097, 126.9010096552755 37.51945634714974, 126.901074719869 37.51910289689202, 126.9010872754464 37.51906393206647, 126.9010957575892 37.51903765833564, 126.9005944564992 37.51928298404578, 126.9004590645581 37.51932173094195, 126.9002861832717 37.51936028732842, 126.8996903174207 37.51949133612784, 126.8986171758815 37.51969544078325, 126.8922546215421 37.52073773343492, 126.8913806171848 37.52193315515871, 126.8915195180702 37.52259636222463, 126.8915542471532 37.52276103751324, 126.8916409547135 37.5231193922067, 126.8926349502169 37.52721701403377, 126.892822812547 37.52751318995656, 126.8929712257136 37.52770434490351, 126.8941452989702 37.52921334658073, 126.8965986428864 37.5280361540575, 126.8971957154065 37.52776429162134, 126.8972326318109 37.52774757974483, 126.9028357295968 37.52612206788627)))"
18,287,서울특별시 영등포구 당산2동,1119056,1156056000,영등포구,당산2동,"MULTIPOLYGON (((126.9077129252561 37.54166765894863, 126.9077590055876 37.54094551386676, 126.907822743401 37.53994683352055, 126.90800274386 37.53915655972921, 126.9083636117838 37.53757223866262, 126.909421112665 37.53426257889487, 126.9097046752688 37.53337527100945, 126.9116287422085 37.52735384872476, 126.9119789822813 37.5262592934773, 126.9127069815974 37.52516092855557, 126.9132007364901 37.52441657606926, 126.9124741740402 37.52409054352737, 126.9119373410555 37.52499034894823, 126.9114271577701 37.52584702876177, 126.9113954736306 37.52590023079339, 126.9103126958154 37.52632976688081, 126.9088946517583 37.52613001430313, 126.9084927372347 37.52601128615523, 126.908251925262 37.52592173846796, 126.9080249136956 37.52582708571519, 126.9079509443987 37.52578840754017, 126.907807164288 37.52572346727103, 126.9074567754221 37.52558210597151, 126.9070129292814 37.52567096688651, 126.9069014437975 37.52594538465261, 126.9068314146546 37.52611950728551, 126.9068033150984 37.52618938302403, 126.9066235849009 37.5267337969, 126.9065085444555 37.52723797570741, 126.9064740900327 37.52738990535043, 126.9064327307198 37.52761052820124, 126.9064009736994 37.52778049836592, 126.9063928420782 37.52809254986038, 126.9063886289189 37.52826716519907, 126.9065076392352 37.53207946295201, 126.9064008537268 37.53234917955945, 126.9054663408504 37.53214923998301, 126.9054386869129 37.53209537494219, 126.9052395139933 37.53170003175386, 126.9051744089641 37.53156362715904, 126.9050481630929 37.53129909418516, 126.9050175498321 37.53123471882076, 126.9048667447431 37.53091751324322, 126.9028357295968 37.52612206788627, 126.8972326318109 37.52774757974483, 126.8971957154065 37.52776429162134, 126.8965986428864 37.5280361540575, 126.8941452989702 37.52921334658073, 126.8947793868107 37.53004530266876, 126.898934305294 37.53535919585763, 126.9003109584894 37.53702799176335, 126.9005103012451 37.53731292858716, 126.9020362844181 37.53969909765821, 126.9040458723185 37.54284145707141, 126.9077129252561 37.54166765894863)))"
19,288,서울특별시 영등포구 양평1동,1119061,1156061000,영등포구,양평1동,"MULTIPOLYGON (((126.8900435815924 37.53037971846126, 126.8941452989702 37.52921334658073, 126.8929712257136 37.52770434490351, 126.892822812547 37.52751318995656, 126.8926349502169 37.52721701403377, 126.8916409547135 37.5231193922067, 126.8915542471532 37.52276103751324, 126.8915195180702 37.52259636222463, 126.8913806171848 37.52193315515871, 126.8922546215421 37.52073773343492, 126.8910549596219 37.52083858859032, 126.8899932115594 37.52102802648179, 126.8853591946765 37.52179268230676, 126.8851957671464 37.52136707056946, 126.8850097841216 37.52058756127728, 126.8837797834722 37.52076592685248, 126.8837420994964 37.52077145380079, 126.8834016402797 37.52082141432599, 126.8817997254471 37.52106992496812, 126.8798054802541 37.52138057002454, 126.8798227580196 37.52219530320006, 126.8802765808055 37.5243631348928, 126.8804883168931 37.52514734782051, 126.880509929507 37.52522627515442, 126.8813723376457 37.52599945718262, 126.8817318907785 37.52632158032202, 126.8847564854362 37.52740382490448, 126.8853460962087 37.52761420531862, 126.8860296686521 37.52792534638895, 126.8863143719969 37.52805526839077, 126.8865860313941 37.5283090574286, 126.8869559648205 37.52865687186527, 126.8870539851164 37.5287801894297, 126.887607780364 37.52947935348696, 126.8884819009021 37.53072097060306, 126.8900435815924 37.53037971846126)))"
20,289,서울특별시 영등포구 양평2동,1119062,1156062000,영등포구,양평2동,"MULTIPOLYGON (((126.8967563522268 37.54631737308835, 126.8984062718841 37.54540812513917, 126.8989237887093 37.54512292456586, 126.8992762718458 37.54492867538313, 126.9007181519882 37.54413492988729, 126.900866487906 37.54407709506619, 126.9040458723185 37.54284145707141, 126.9020362844181 37.53969909765821, 126.9005103012451 37.53731292858716, 126.9003109584894 37.53702799176335, 126.898934305294 37.53535919585763, 126.8947793868107 37.53004530266876, 126.8941452989702 37.52921334658073, 126.8900435815924 37.53037971846126, 126.8910707817996 37.53229256696007, 126.8915251232347 37.53313879629866, 126.8916339201603 37.53446321210658, 126.8912995163831 37.53583041215344, 126.8890185070711 37.54037381656402, 126.8879060786972 37.54240172409167, 126.8877375587081 37.54267688337181, 126.8872937300841 37.5433979119727, 126.8861657442654 37.54359603285742, 126.8857706731173 37.54423839161363, 126.885722621944 37.54431813614695, 126.8852754472667 37.54630327749581, 126.8866138037425 37.54745945376757, 126.8897544007029 37.55017183813918, 126.8967563522268 37.54631737308835)))"
21,290,서울특별시 영등포구 신길1동,1119063,1156063000,영등포구,신길1동,"MULTIPOLYGON (((126.9260111646754 37.51609788418517, 126.9251645713815 37.51490067462137, 126.9248397375659 37.51455426821544, 126.9247858054156 37.51448527744076, 126.9235204841229 37.51278427703762, 126.9224529781873 37.51013387955248, 126.9221043336401 37.50885112600672, 126.9220671164924 37.50808254014222, 126.9220628063112 37.50800027054974, 126.9205523409488 37.50717497694507, 126.9171385551992 37.50621665884488, 126.9161234537892 37.50564671321752, 126.9148124928101 37.50779444330917, 126.9137350982683 37.51138329319419, 126.9160451850334 37.51185541436587, 126.9161436046941 37.5118858258114, 126.9170547705604 37.51217483913597, 126.9170758279693 37.51219522349473, 126.9177502500732 37.51286329753034, 126.9177702608414 37.51288445627477, 126.9182881774634 37.51345078161201, 126.9183853662886 37.51358638197785, 126.9188407458316 37.51422511710609, 126.9184743564191 37.51443945356085, 126.9182561134112 37.51456709286025, 126.9176943614569 37.51505105493415, 126.9173011107052 37.51569132892543, 126.9172473926805 37.51577894572721, 126.9166904571347 37.51709442379615, 126.9167069399189 37.51733400339943, 126.9166558227161 37.5174559201689, 126.9174919212965 37.51944861332825, 126.9176262018576 37.51936030762003, 126.91818070275 37.51899686639826, 126.9183092943833 37.51891305215489, 126.9191518866807 37.51852618358289, 126.9197410000062 37.51825642040492, 126.9198497061859 37.51821646569524, 126.9201857196567 37.51809298103581, 126.9251121605252 37.51628731702501, 126.9252496564032 37.51623731486038, 126.9260111646754 37.51609788418517)))"
22,291,서울특별시 영등포구 신길3동,1119065,1156065000,영등포구,신길3동,"MULTIPOLYGON (((126.910160155436 37.50383464174522, 126.9088968139978 37.50422594072654, 126.908524977997 37.50449901477725, 126.9074991479189 37.50475644518026, 126.9030485261488 37.5042056522716, 126.9022705171413 37.50387272402826, 126.9009066275985 37.50328554594616, 126.900847109747 37.50325033916852, 126.9004795168208 37.50302568749981, 126.8982190224679 37.50533375222877, 126.9036931173784 37.50771179114437, 126.9043315455645 37.50799555844521, 126.9095226703862 37.51034486044725, 126.9096888683452 37.51042111184464, 126.9102949013125 37.51070588023117, 126.9106855382073 37.50968254030527, 126.91089138201 37.50886558944553, 126.9108960478504 37.50881783290131, 126.9109685995758 37.50803785652399, 126.9109765107431 37.50784072410076, 126.9110441495392 37.50607215668069, 126.9110387227698 37.50604283564032, 126.9110160271728 37.50592090457645, 126.9110013456633 37.50584633091211, 126.9109960342169 37.50581976047288, 126.9107658348155 37.50530865639325, 126.9107526215579 37.50527965703619, 126.9106337140404 37.50503017219238, 126.910160155436 37.50383464174522)))"
23,292,서울특별시 영등포구 신길4동,1119066,1156066000,영등포구,신길4동,"MULTIPOLYGON (((126.9161234537892 37.50564671321752, 126.9154544039581 37.50419334070578, 126.9130723670423 37.5042479975296, 126.9129389665865 37.50430704930148, 126.9127435763489 37.50428278709694, 126.9115259352027 37.50406228624787, 126.9113554476291 37.50395507705739, 126.9113353795485 37.50393267035134, 126.9112678337293 37.50381805469883, 126.9111679612624 37.50386488246544, 126.9111307560677 37.50387776842786, 126.9110083518727 37.50383082768133, 126.9109284798956 37.50386355324162, 126.9108689741972 37.50377689778735, 126.9108031174065 37.5038096841478, 126.9107652851597 37.50379654298528, 126.9107241356957 37.50378224955688, 126.9106603247275 37.50369639455453, 126.9105837402256 37.50374211487506, 126.9103821210971 37.50374036955639, 126.9103878543536 37.50369613900644, 126.9104021613848 37.5036330462593, 126.9102155968479 37.50361964558248, 126.910160155436 37.50383464174522, 126.9106337140404 37.50503017219238, 126.9107526215579 37.50527965703619, 126.9107658348155 37.50530865639325, 126.9109960342169 37.50581976047288, 126.9110013456633 37.50584633091211, 126.9110160271728 37.50592090457645, 126.9110387227698 37.50604283564032, 126.9110441495392 37.50607215668069, 126.9109765107431 37.50784072410076, 126.9109685995758 37.50803785652399, 126.9108960478504 37.50881783290131, 126.91089138201 37.50886558944553, 126.9106855382073 37.50968254030527, 126.9102949013125 37.51070588023117, 126.9137350982683 37.51138329319419, 126.9148124928101 37.50779444330917, 126.9161234537892 37.50564671321752)))"
24,293,서울특별시 영등포구 신길5동,1119067,1156067000,영등포구,신길5동,"MULTIPOLYGON (((126.910160155436 37.50383464174522, 126.9102155968479 37.50361964558248, 126.9102854502869 37.50318965293621, 126.9102882036254 37.50283815945679, 126.9102885081377 37.50275629101441, 126.9102888378319 37.50266690540605, 126.9102564106212 37.50202565560365, 126.9101936346413 37.50191433774388, 126.9099056144533 37.50140534871536, 126.9098198355982 37.50125394339302, 126.9093905632861 37.50072337912472, 126.9091895862426 37.50047562934836, 126.9090430571001 37.50031603274473, 126.9089072707209 37.50025573420705, 126.9087385715851 37.50018082027273, 126.9082647027973 37.49842632397421, 126.908168864419 37.49792757336265, 126.9081662925284 37.49744757120614, 126.9072850875152 37.49715231306775, 126.9037441653236 37.49729127531359, 126.9037072833518 37.49730573615772, 126.9036292503098 37.49733801633793, 126.9031276106288 37.49755856799342, 126.9025691206193 37.49799064913454, 126.9021368890526 37.49836035659004, 126.9020920488402 37.4983994782556, 126.902058669262 37.49842860331002, 126.9019702438581 37.4985196791846, 126.9019160842027 37.4985754782263, 126.9017043255306 37.49879523765296, 126.901169328773 37.49938291365617, 126.9010152127821 37.49968971930334, 126.9010249905311 37.49974598541952, 126.9010940297415 37.49982532200198, 126.9013112820299 37.50006866209731, 126.9013858736361 37.5001519241009, 126.9014202549038 37.50019089709636, 126.9014508182802 37.50025349685164, 126.9016174914673 37.50048200158637, 126.9016572105136 37.50053573868399, 126.9017258553186 37.50070509018898, 126.9017495075687 37.50074956559305, 126.9017739625023 37.50079553409345, 126.9018686955123 37.50097070336301, 126.9018930785305 37.50101577733057, 126.9020244071995 37.50121699339697, 126.9021756192455 37.50143222413778, 126.9013325032068 37.5022376509248, 126.9012064094414 37.5023541877583, 126.9004795168208 37.50302568749981, 126.900847109747 37.50325033916852, 126.9009066275985 37.50328554594616, 126.9022705171413 37.50387272402826, 126.9030485261488 37.5042056522716, 126.9074991479189 37.50475644518026, 126.908524977997 37.50449901477725, 126.9088968139978 37.50422594072654, 126.910160155436 37.50383464174522)))"
25,294,서울특별시 영등포구 신길6동,1119068,1156068000,영등포구,신길6동,"MULTIPOLYGON (((126.9154544039581 37.50419334070578, 126.9151024153159 37.50371155353373, 126.914947144344 37.50349903405191, 126.9146735783003 37.50312474364266, 126.9144650841439 37.50283978385922, 126.9135496728914 37.50176263148781, 126.9133021743752 37.50162845277685, 126.9129626883466 37.50150339333428, 126.9129108670926 37.50148454536713, 126.9126340820846 37.50125332413559, 126.9121782003177 37.50074217897365, 126.9121413273683 37.50069992027042, 126.9121099779032 37.50066167302993, 126.9120229880225 37.50055286124773, 126.9118525596057 37.5002849866454, 126.9118493367981 37.50024440965966, 126.9118428236073 37.50015759304341, 126.9150072963972 37.50027530100363, 126.9155547393481 37.50030621144413, 126.9166035583707 37.50109159647411, 126.9174167801789 37.50180993319305, 126.9174884774697 37.50184450217757, 126.9175996003597 37.5018975900365, 126.9202612223844 37.50156591462271, 126.9208267682982 37.50139855007433, 126.9202303933831 37.49851129881487, 126.9201882464516 37.49820125122424, 126.9198120249835 37.49782179042867, 126.9197280028735 37.49773704696692, 126.9197077455493 37.49771676161559, 126.9196844979976 37.49769401889954, 126.9195074045624 37.49764724279511, 126.9193585021796 37.49760791408131, 126.9184101359416 37.49735988301955, 126.9183671251375 37.4973495463394, 126.916523981113 37.49696074598693, 126.9160312655112 37.49685690891885, 126.9157968837893 37.49681068230968, 126.9152321063796 37.49669972535927, 126.9151053581724 37.49667568968693, 126.9150400328835 37.49666835369033, 126.9145469167403 37.49661633636192, 126.9142388918676 37.49658438869049, 126.9137771834071 37.49653498458179, 126.9127667251135 37.49641483588878, 126.9125251328833 37.4963854763693, 126.9120145496433 37.49603815889035, 126.9118169233803 37.49590309853992, 126.911710738296 37.49573919922571, 126.9112622999805 37.49504864010763, 126.9102872992103 37.49354918252937, 126.910009663425 37.49321368195537, 126.9094510848596 37.49258677822098, 126.9081662925284 37.49744757120614, 126.908168864419 37.49792757336265, 126.9082647027973 37.49842632397421, 126.9087385715851 37.50018082027273, 126.9089072707209 37.50025573420705, 126.9090430571001 37.50031603274473, 126.9091895862426 37.50047562934836, 126.9093905632861 37.50072337912472, 126.9098198355982 37.50125394339302, 126.9099056144533 37.50140534871536, 126.9101936346413 37.50191433774388, 126.9102564106212 37.50202565560365, 126.9102888378319 37.50266690540605, 126.9102885081377 37.50275629101441, 126.9102882036254 37.50283815945679, 126.9102854502869 37.50318965293621, 126.9102155968479 37.50361964558248, 126.9104021613848 37.5036330462593, 126.9103878543536 37.50369613900644, 126.9103821210971 37.50374036955639, 126.9105837402256 37.50374211487506, 126.9106603247275 37.50369639455453, 126.9107241356957 37.50378224955688, 126.9107652851597 37.50379654298528, 126.9108031174065 37.5038096841478, 126.9108689741972 37.50377689778735, 126.9109284798956 37.50386355324162, 126.9110083518727 37.50383082768133, 126.9111307560677 37.50387776842786, 126.9111679612624 37.50386488246544, 126.9112678337293 37.50381805469883, 126.9113353795485 37.50393267035134, 126.9113554476291 37.50395507705739, 126.9115259352027 37.50406228624787, 126.9127435763489 37.50428278709694, 126.9129389665865 37.50430704930148, 126.9130723670423 37.5042479975296, 126.9154544039581 37.50419334070578)))"
