index,hour,dong_name,성별,인구
60,1,신길7동,female,51.31616573150313
61,1,신길7동,male,98.90311650709054
62,1,양평1동,female,-4.04347352387822
63,1,양평1동,male,-26.967513013168627
64,1,양평2동,female,123.58709182713483
65,1,양평2동,male,169.0697545551966
66,1,여의동,female,104.44547457372664
67,1,여의동,male,324.7890496941691
68,1,영등포동,female,7992.063113210351
69,1,영등포동,male,9511.178531689962
70,1,영등포본동,female,3655.024479672982
71,1,영등포본동,male,3948.425112190172
72,2,당산1동,female,4910.745874115904
73,2,당산1동,male,5073.571023614228
74,2,당산2동,female,6727.269190659338
75,2,당산2동,male,6532.632834505271
76,2,대림1동,female,3506.9138676665384
77,2,대림1동,male,3503.8173221040247
78,2,대림2동,female,3202.032402391436
79,2,대림2동,male,3137.1211807620966
80,2,대림3동,female,4704.52291473877
81,2,대림3동,male,4726.728384847211
82,2,도림동,female,3729.8781179502803
83,2,도림동,male,3755.211166862068
84,2,문래동,female,7530.906904256223
85,2,문래동,male,7534.621340408861
86,2,신길1동,female,3450.800955603582
87,2,신길1동,male,3614.379995976696
88,2,신길3동,female,3296.279509563491
89,2,신길3동,male,3232.177393711333
90,2,신길4동,female,1742.3304671791122
91,2,신길4동,male,1747.7323029222734
92,2,신길5동,female,1939.290508896915
93,2,신길5동,male,1902.8858003517291
94,2,신길6동,female,4236.420210558983
95,2,신길6동,male,4093.304172745308
96,2,신길7동,female,3602.1907546166153
97,2,신길7동,male,3658.0115047037266
98,2,양평1동,female,3590.8084288522596
99,2,양평1동,male,3677.7407984893407
100,2,양평2동,female,5236.725286127855
101,2,양평2동,male,5556.654401906337
102,2,여의동,female,9581.280094035634
103,2,여의동,male,10407.473821733209
104,2,영등포동,female,7907.620476469605
105,2,영등포동,male,9246.015642648086
106,2,영등포본동,female,3642.607917073484
107,2,영등포본동,male,3935.887834964457
108,3,당산1동,female,4846.455766340852
109,3,당산1동,male,4979.161363933987
110,3,당산2동,female,6666.394482369056
111,3,당산2동,male,6425.16382151751
112,3,대림1동,female,3493.2797530019852
113,3,대림1동,male,3481.9328544766777
114,3,대림2동,female,3209.971455345452
115,3,대림2동,male,3110.8720652943884
116,3,대림3동,female,4684.727499700288
117,3,대림3동,male,4639.54255030211
118,3,도림동,female,3714.2146596509347
119,3,도림동,male,3741.9996567795633
120,3,문래동,female,7525.6203931035825
121,3,문래동,male,7525.686835632127
122,3,신길1동,female,3423.9020077817795
123,3,신길1동,male,3583.429582109783
124,3,신길3동,female,3280.5811878706036
125,3,신길3동,male,3235.7251795215598
126,3,신길4동,female,1737.3301021577986
127,3,신길4동,male,1748.9692416342946
128,3,신길5동,female,1937.3570925018666
129,3,신길5동,male,1904.624746377196
130,3,신길6동,female,4198.034761115913
131,3,신길6동,male,4057.7969583237186
132,3,신길7동,female,3573.2384853208237
133,3,신길7동,male,3644.8209410708246
134,3,양평1동,female,3575.2559965715977
135,3,양평1동,male,3648.7134582553476
136,3,양평2동,female,5216.704776157228
137,3,양평2동,male,5470.275958507951
138,3,여의동,female,9505.08530485398
139,3,여의동,male,10151.769877383413
140,3,영등포동,female,7825.453260533807
141,3,영등포동,male,9086.833569468074
142,3,영등포본동,female,3616.3536210982606
143,3,영등포본동,male,3891.1747088872407
144,4,당산1동,female,4876.448149169104
145,4,당산1동,male,4997.626483738189
146,4,당산2동,female,6661.407190084437
147,4,당산2동,male,6418.577646009885
148,4,대림1동,female,3474.93806980701
149,4,대림1동,male,3440.9137907165377
150,4,대림2동,female,3184.133411098847
151,4,대림2동,male,3091.9643715659436
152,4,대림3동,female,4633.334685030577
153,4,대림3동,male,4586.276918943299
154,4,도림동,female,3672.168188993213
155,4,도림동,male,3703.1888833788835
156,4,문래동,female,7511.616091951606
157,4,문래동,male,7518.758907667425
158,4,신길1동,female,3448.381856454573
159,4,신길1동,male,3569.9691307653998
160,4,신길3동,female,3235.5196746961865
161,4,신길3동,male,3237.9382281129647
162,4,신길4동,female,1734.2788870552947
163,4,신길4동,male,1737.814509400746
164,4,신길5동,female,1916.1474075648293
165,4,신길5동,male,1896.6463622040465
166,4,신길6동,female,4196.86021393801
167,4,신길6동,male,4044.8899285974044
168,4,신길7동,female,3551.4152385326893
169,4,신길7동,male,3608.745934338558
170,4,양평1동,female,3611.5043409163845
171,4,양평1동,male,3695.911594322582
172,4,양평2동,female,5285.995416825093
173,4,양평2동,male,5481.513613850094
174,4,여의동,female,9909.884950215175
175,4,여의동,male,10252.695847148
176,4,영등포동,female,7887.195467519468
177,4,영등포동,male,9031.644152265719
178,4,영등포본동,female,3662.74704947915
179,4,영등포본동,male,3860.9341909080526
180,5,당산1동,female,4921.048905198873
181,5,당산1동,male,5073.01742002404
182,5,당산2동,female,6785.460631127243
183,5,당산2동,male,6706.9903660703985
184,5,대림1동,female,3423.5374291261546
185,5,대림1동,male,3350.1885854789202
186,5,대림2동,female,3163.7292342657033
187,5,대림2동,male,3068.6894653181994
188,5,대림3동,female,4564.2850089387675
189,5,대림3동,male,4534.062676550051
190,5,도림동,female,3619.1777571497914
191,5,도림동,male,3609.946454594266
192,5,문래동,female,7548.117263984005
193,5,문래동,male,7548.760439221159
194,5,신길1동,female,3478.644214026891
195,5,신길1동,male,3597.4886830010573
196,5,신길3동,female,3167.3028350851296
197,5,신길3동,male,3115.6958500364626
198,5,신길4동,female,1688.7966600149393
199,5,신길4동,male,1694.5843292205109
200,5,신길5동,female,1902.0121180927179
201,5,신길5동,male,1868.7024492711505
202,5,신길6동,female,4207.873559691456
203,5,신길6동,male,4022.8298299029775
204,5,신길7동,female,3559.333306601581
205,5,신길7동,male,3620.9096464509107
206,5,양평1동,female,3589.6325176791274
207,5,양평1동,male,3709.3785502624073
208,5,양평2동,female,5343.69025721617
209,5,양평2동,male,5747.211200871971
210,5,여의동,female,10464.910426909026
211,5,여의동,male,11113.652348193495
212,5,영등포동,female,7920.864605167729
213,5,영등포동,male,9412.44713840562
214,5,영등포본동,female,3643.591035759119
215,5,영등포본동,male,3913.507205440978
216,6,당산1동,female,5002.950166817225
217,6,당산1동,male,5288.607143095694
218,6,당산2동,female,7017.711277280259
219,6,당산2동,male,7204.703432178871
220,6,대림1동,female,3410.352461902769
221,6,대림1동,male,3222.2012260580123
222,6,대림2동,female,3133.9882275536625
223,6,대림2동,male,3124.892159295671
224,6,대림3동,female,4524.780122877025
225,6,대림3동,male,4481.426229016095
226,6,도림동,female,3534.6043146463926
227,6,도림동,male,3437.623637422856
228,6,문래동,female,7685.304415323538
229,6,문래동,male,7957.056732978307
230,6,신길1동,female,3452.140088728952
231,6,신길1동,male,3630.035986922778
232,6,신길3동,female,3095.4002417473293
233,6,신길3동,male,2987.782483009602
234,6,신길4동,female,1635.724125613059
235,6,신길4동,male,1636.7322644939277
236,6,신길5동,female,1883.3255876915882
237,6,신길5동,male,1827.8557513173703
238,6,신길6동,female,4214.728633135863
239,6,신길6동,male,4029.0293012983043
240,6,신길7동,female,3527.670625036391
241,6,신길7동,male,3511.5671752265
242,6,양평1동,female,3557.2306670521293
243,6,양평1동,male,3798.8722142563806
244,6,양평2동,female,5469.130288591161
245,6,양평2동,male,6262.975727938109
246,6,여의동,female,11782.463096175574
247,6,여의동,male,14352.020525660007
248,6,영등포동,female,8166.223644113799
249,6,영등포동,male,9948.923666412737
250,6,영등포본동,female,3620.902593774589
251,6,영등포본동,male,3963.3079260090362
252,7,당산1동,female,5668.851560379357
253,7,당산1동,male,5884.218005119515
254,7,당산2동,female,8024.958486999794
255,7,당산2동,male,8218.045874124606
256,7,대림1동,female,3275.459981970215
257,7,대림1동,male,3005.9170270994964
258,7,대림2동,female,3323.06741385484
259,7,대림2동,male,3296.9662784205548
260,7,대림3동,female,4827.823209963661
261,7,대림3동,male,4769.986940952669
262,7,도림동,female,3338.453739008819
263,7,도림동,male,3232.6829085372874
264,7,문래동,female,8069.420071775633
265,7,문래동,male,8618.69422918256
266,7,신길1동,female,3827.355227156365
267,7,신길1동,male,3972.848449109261
268,7,신길3동,female,2924.809790341978
269,7,신길3동,male,2833.10889321501
270,7,신길4동,female,1507.1282032632603
271,7,신길4동,male,1478.8108659973554
272,7,신길5동,female,1850.9586473703612
273,7,신길5동,male,1753.6367707235493
274,7,신길6동,female,4224.324223185367
275,7,신길6동,male,3896.4934354103575
276,7,신길7동,female,3428.4410402508947
277,7,신길7동,male,3440.8143446109316
278,7,양평1동,female,3641.017612440018
279,7,양평1동,male,4091.2373491740927
280,7,양평2동,female,5882.281455218007
281,7,양평2동,male,7219.9936731361495
282,7,여의동,female,18101.569252857364
283,7,여의동,male,26257.208807565607
284,7,영등포동,female,9408.673765768626
285,7,영등포동,male,11511.658930850805
286,7,영등포본동,female,4014.1188406529895
287,7,영등포본동,male,4197.100963321512
288,8,당산1동,female,6771.37679542097
289,8,당산1동,male,6500.2047935428745
290,8,당산2동,female,8427.102146625679
291,8,당산2동,male,8241.348950851983
292,8,대림1동,female,3194.9084388705
293,8,대림1동,male,2797.659292110634
294,8,대림2동,female,3037.8738471093016
295,8,대림2동,male,2891.747711932245
296,8,대림3동,female,4554.8264551137445
297,8,대림3동,male,4558.765069396317
298,8,도림동,female,2860.899875954719
299,8,도림동,male,2731.213743076495
300,8,문래동,female,9244.143234148147
301,8,문래동,male,10101.128236344943
302,8,신길1동,female,3089.3267540506085
303,8,신길1동,male,3145.7226550157466
304,8,신길3동,female,2697.0976139246463
305,8,신길3동,male,2532.3141691569135
306,8,신길4동,female,1334.893185888322
307,8,신길4동,male,1289.184478044995
308,8,신길5동,female,1766.8242286063903
309,8,신길5동,male,1687.7478924331335
310,8,신길6동,female,3957.059824646249
311,8,신길6동,male,3631.2598468002448
312,8,신길7동,female,3164.5232600342833
313,8,신길7동,male,3049.6351513330737
314,8,양평1동,female,4029.6061111201966
315,8,양평1동,male,4822.018786420167
316,8,양평2동,female,6767.3678937441055
317,8,양평2동,male,7776.667744672601
318,8,여의동,female,26620.63792089952
319,8,여의동,male,37965.81152270689
320,8,영등포동,female,10787.230821803883
321,8,영등포동,male,12159.651146257069
322,8,영등포본동,female,3886.487254824047
323,8,영등포본동,male,4010.3610376217753
324,9,당산1동,female,7165.416654296391
325,9,당산1동,male,6672.642599820416
326,9,당산2동,female,8551.806306254326
327,9,당산2동,male,8172.721252823828
328,9,대림1동,female,3242.7103526583296
329,9,대림1동,male,2738.0773250188195
330,9,대림2동,female,2755.7597090431213
331,9,대림2동,male,2725.0941459679784
332,9,대림3동,female,4368.336634571488
333,9,대림3동,male,4542.022890189749
334,9,도림동,female,2590.60055307751
335,9,도림동,male,2507.5315640799677
336,9,문래동,female,9619.982768679854
337,9,문래동,male,10619.2746082501
338,9,신길1동,female,2815.8931971167685
339,9,신길1동,male,3032.6445527450683
340,9,신길3동,female,2552.032239030584
341,9,신길3동,male,2436.394912522885
342,9,신길4동,female,1251.126048055212
343,9,신길4동,male,1228.4711444289894
344,9,신길5동,female,1691.5490106998336
345,9,신길5동,male,1624.9384003093282
346,9,신길6동,female,3835.338419557713
347,9,신길6동,male,3423.1275964794627
348,9,신길7동,female,2980.6273981525824
349,9,신길7동,male,2916.4378893118305
350,9,양평1동,female,4481.456565766875
351,9,양평1동,male,5096.858613044535
352,9,양평2동,female,6962.514231451218
353,9,양평2동,male,8133.859428852294
354,9,여의동,female,30594.30096453864
355,9,여의동,male,41504.95336757603
356,9,영등포동,female,11796.010210649658
357,9,영등포동,male,12855.995151106155
358,9,영등포본동,female,3762.0860544759776
359,9,영등포본동,male,3759.879447625167
360,10,당산1동,female,7117.308015625798
361,10,당산1동,male,6870.9205746299895
362,10,당산2동,female,8213.103676790064
363,10,당산2동,male,8008.939486637175
364,10,대림1동,female,3217.6818831051846
365,10,대림1동,male,2685.4271195028123
366,10,대림2동,female,2661.6275816463817
367,10,대림2동,male,2635.449832915056
368,10,대림3동,female,4204.191815493563
369,10,대림3동,male,4412.043322347293
370,10,도림동,female,2547.5240370008632
371,10,도림동,male,2470.258066539889
372,10,문래동,female,9685.425201791679
373,10,문래동,male,10800.883622563633
374,10,신길1동,female,2768.0094818084513
375,10,신길1동,male,2929.97564301239
376,10,신길3동,female,2565.1945064141382
377,10,신길3동,male,2378.31948221053
378,10,신길4동,female,1227.7771406004733
379,10,신길4동,male,1231.1349656174102
380,10,신길5동,female,1651.670714426353
381,10,신길5동,male,1614.2223090592267
382,10,신길6동,female,3700.0939724655773
383,10,신길6동,male,3271.6482408290562
384,10,신길7동,female,2884.1660980149004
385,10,신길7동,male,2788.846724994952
386,10,양평1동,female,4694.564864246525
387,10,양평1동,male,5292.12102443391
388,10,양평2동,female,6965.871758578724
389,10,양평2동,male,8166.212940493307
390,10,여의동,female,31738.42918672418
391,10,여의동,male,42404.7854345563
392,10,영등포동,female,13116.885394170262
393,10,영등포동,male,13479.197750686782
394,10,영등포본동,female,3870.2821282285777
395,10,영등포본동,male,3815.471737522135
396,11,당산1동,female,7188.644368568351
397,11,당산1동,male,7038.972502417659
398,11,당산2동,female,8070.225247355303
399,11,당산2동,male,7988.7458415518995
400,11,대림1동,female,3141.6832171159135
401,11,대림1동,male,2682.8059916019993
402,11,대림2동,female,2736.12680366741
403,11,대림2동,male,2688.8946663536017
404,11,대림3동,female,4307.657138350062
405,11,대림3동,male,4649.562587046655
406,11,도림동,female,2485.4693596717434
407,11,도림동,male,2468.0311709800944
408,11,문래동,female,9769.480910597395
409,11,문래동,male,10770.036675907822
410,11,신길1동,female,2782.001040659827
411,11,신길1동,male,2955.427603464061
412,11,신길3동,female,2509.5501125134692
413,11,신길3동,male,2411.1281432784212
414,11,신길4동,female,1195.46055305571
415,11,신길4동,male,1225.5262331824117
416,11,신길5동,female,1609.2465710368913
417,11,신길5동,male,1605.6588812153955
418,11,신길6동,female,3674.1058193453305
419,11,신길6동,male,3293.931130813017
420,11,신길7동,female,2827.415172080228
421,11,신길7동,male,2658.234373191535
422,11,양평1동,female,4667.92079239943
423,11,양평1동,male,5243.391156152922
424,11,양평2동,female,6929.933922166817
425,11,양평2동,male,8193.252443960855
426,11,여의동,female,31182.60851923219
427,11,여의동,male,42833.1290763199
428,11,영등포동,female,14464.18166750688
429,11,영등포동,male,14327.358422503017
430,11,영등포본동,female,4005.5893869180563
431,11,영등포본동,male,3795.751405340832
432,12,당산1동,female,7107.68560866247
433,12,당산1동,male,6985.48918988334
434,12,당산2동,female,8157.588068817353
435,12,당산2동,male,8111.711870188031
436,12,대림1동,female,3049.841101841252
437,12,대림1동,male,2601.920188464798
438,12,대림2동,female,2822.131161919059
439,12,대림2동,male,2743.928227007929
440,12,대림3동,female,4288.192434878191
441,12,대림3동,male,4698.311876950248
442,12,도림동,female,2458.8671079415253
443,12,도림동,male,2482.45786683811
444,12,문래동,female,9720.607690453344
445,12,문래동,male,10680.604778258568
446,12,신길1동,female,2703.7799021452397
447,12,신길1동,male,2848.300478676561
448,12,신길3동,female,2489.0965461115798
449,12,신길3동,male,2387.3916986569075
450,12,신길4동,female,1195.4357764001238
451,12,신길4동,male,1190.2777653950466
452,12,신길5동,female,1625.877245341132
453,12,신길5동,male,1629.9477317455867
454,12,신길6동,female,3631.4938852159194
455,12,신길6동,male,3350.08959769328
456,12,신길7동,female,2793.6227035971256
457,12,신길7동,male,2699.807431923486
458,12,양평1동,female,4594.730034585534
459,12,양평1동,male,5084.253339887923
460,12,양평2동,female,6786.744416904773
461,12,양평2동,male,8044.8123782745
462,12,여의동,female,30601.618636861196
463,12,여의동,male,41847.28504357418
464,12,영등포동,female,14731.063184825869
465,12,영등포동,male,14454.70353967374
466,12,영등포본동,female,4235.214247226187
467,12,영등포본동,male,3947.154231550046
468,13,당산1동,female,6924.936796631103
469,13,당산1동,male,7028.260849589497
470,13,당산2동,female,7882.905240954467
471,13,당산2동,male,7881.707036474088
472,13,대림1동,female,3020.858774399803
473,13,대림1동,male,2620.9162378261585
474,13,대림2동,female,2846.622099680099
475,13,대림2동,male,2724.32809806837
476,13,대림3동,female,4287.609311699978
477,13,대림3동,male,4639.845131475687
478,13,도림동,female,2474.6377994212426
479,13,도림동,male,2508.8001790045714
480,13,문래동,female,9695.876369096355
481,13,문래동,male,10611.168385650712
482,13,신길1동,female,2757.370055363419
483,13,신길1동,male,2978.975269991095
484,13,신길3동,female,2464.164384856938
485,13,신길3동,male,2355.3024566373624
486,13,신길4동,female,1231.1545588385252
487,13,신길4동,male,1195.5943116524281
488,13,신길5동,female,1564.7375984462742
489,13,신길5동,male,1616.341067239726
490,13,신길6동,female,3579.289811605971
491,13,신길6동,male,3277.975915456266
492,13,신길7동,female,2705.902355834779
493,13,신길7동,male,2678.022052095296
494,13,양평1동,female,4558.764923305212
495,13,양평1동,male,5016.367897830696
496,13,양평2동,female,6674.860299935352
497,13,양평2동,male,7979.255715938125
498,13,여의동,female,29736.161175089674
499,13,여의동,male,40598.296984880726
500,13,영등포동,female,14967.959689965928
501,13,영등포동,male,14872.593625162752
502,13,영등포본동,female,4140.61998504605
503,13,영등포본동,male,3866.4924980590004
504,14,당산1동,female,6836.52092838902
505,14,당산1동,male,6928.674382439879
506,14,당산2동,female,7971.483959731646
507,14,당산2동,male,8119.946413439871
508,14,대림1동,female,3109.5820553220324
509,14,대림1동,male,2680.1321720141277
510,14,대림2동,female,2891.750062979184
511,14,대림2동,male,2839.4149543273347
512,14,대림3동,female,4281.314892958954
513,14,대림3동,male,4715.571228275008
514,14,도림동,female,2501.5913511488
515,14,도림동,male,2512.799835594207
516,14,문래동,female,9349.6969788155
517,14,문래동,male,10164.178467991216
518,14,신길1동,female,2769.889092753797
519,14,신길1동,male,2860.9969612475106
520,14,신길3동,female,2471.717634973966
521,14,신길3동,male,2370.268235769189
522,14,신길4동,female,1236.2299139661734
523,14,신길4동,male,1206.1021330610845
524,14,신길5동,female,1564.6660508378461
525,14,신길5동,male,1562.3299611008238
526,14,신길6동,female,3616.7808728491955
527,14,신길6동,male,3306.9249563597373
528,14,신길7동,female,2737.142593173052
529,14,신길7동,male,2767.092731315497
530,14,양평1동,female,4430.181274059641
531,14,양평1동,male,4884.87487724639
532,14,양평2동,female,6615.632965047789
533,14,양평2동,male,8110.8873658022
534,14,여의동,female,28272.48433592762
535,14,여의동,male,38679.344631087915
536,14,영등포동,female,15278.874444017161
537,14,영등포동,male,15332.752412387395
538,14,영등포본동,female,4286.664915163872
539,14,영등포본동,male,3952.2600989218886
540,15,당산1동,female,6757.529180316914
541,15,당산1동,male,6825.388467944656
542,15,당산2동,female,8028.29430244069
543,15,당산2동,male,8462.683146587104
544,15,대림1동,female,3133.141350499124
545,15,대림1동,male,2777.614086612366
546,15,대림2동,female,3031.182298940322
547,15,대림2동,male,2975.4048538867014
548,15,대림3동,female,4399.619035274765
549,15,대림3동,male,4659.651440974445
550,15,도림동,female,2642.2316958880215
551,15,도림동,male,2640.517808549468
552,15,문래동,female,9389.484944343358
553,15,문래동,male,9902.018642457653
554,15,신길1동,female,2854.2677824420007
555,15,신길1동,male,2964.5075108692977
556,15,신길3동,female,2563.682199750311
557,15,신길3동,male,2485.458728790663
558,15,신길4동,female,1259.9557286395263
559,15,신길4동,male,1274.8026000551065
560,15,신길5동,female,1591.0243585120038
561,15,신길5동,male,1544.5722641053173
562,15,신길6동,female,3601.4782000990735
563,15,신길6동,male,3371.149114110348
564,15,신길7동,female,2871.6122294513502
565,15,신길7동,male,2848.536919343318
566,15,양평1동,female,4338.83741099305
567,15,양평1동,male,4601.120567799762
568,15,양평2동,female,6418.56743421283
569,15,양평2동,male,7875.262368805726
570,15,여의동,female,26133.339378183853
571,15,여의동,male,35847.03997256715
572,15,영등포동,female,15624.80721664807
573,15,영등포동,male,15799.719660415432
574,15,영등포본동,female,4514.912526731771
575,15,영등포본동,male,4269.2670477505635
576,16,당산1동,female,6706.068665906946
577,16,당산1동,male,6961.184385993731
578,16,당산2동,female,8445.319782253568
579,16,당산2동,male,8926.448660112503
580,16,대림1동,female,3136.2185783153227
581,16,대림1동,male,2845.927801359384
582,16,대림2동,female,3130.3921475149086
583,16,대림2동,male,3244.6489650160406
584,16,대림3동,female,4353.3169760099
585,16,대림3동,male,4709.193976077804
586,16,도림동,female,2688.898116293886
587,16,도림동,male,2736.2186467867123
588,16,문래동,female,8952.7616058107
589,16,문래동,male,9371.556854491497
590,16,신길1동,female,3105.7196594281327
591,16,신길1동,male,3422.044639185662
592,16,신길3동,female,2607.314030503263
593,16,신길3동,male,2530.9339446853087
594,16,신길4동,female,1311.4151143135675
595,16,신길4동,male,1298.4457894441753
596,16,신길5동,female,1631.2360827707682
597,16,신길5동,male,1605.5082559059208
598,16,신길6동,female,3746.405589735965
599,16,신길6동,male,3589.614232677946
600,16,신길7동,female,2952.1622867371693
601,16,신길7동,male,2894.9212194702172
602,16,양평1동,female,4354.492092136652
603,16,양평1동,male,4558.012077382748
604,16,양평2동,female,6576.58899789494
605,16,양평2동,male,7944.925419839946
606,16,여의동,female,23833.10056490614
607,16,여의동,male,31290.653682729
608,16,영등포동,female,15571.936006044587
609,16,영등포동,male,15488.218263446888
610,16,영등포본동,female,4657.746194401469
611,16,영등포본동,male,4436.556259373652
612,17,당산1동,female,6529.918304485393
613,17,당산1동,male,6900.486285143488
614,17,당산2동,female,8359.930649160664
615,17,당산2동,male,8716.165952886255
616,17,대림1동,female,3074.2723062197274
617,17,대림1동,male,2850.3431976013535
618,17,대림2동,female,3226.3826567237575
619,17,대림2동,male,3359.3143485269666
620,17,대림3동,female,4458.210234358629
621,17,대림3동,male,4848.662101440998
622,17,도림동,female,2853.1379458813317
623,17,도림동,male,2935.2452126616045
624,17,문래동,female,8672.363085488936
625,17,문래동,male,9021.307381720038
626,17,신길1동,female,3109.9882621314705
627,17,신길1동,male,3346.931901304444
628,17,신길3동,female,2725.4883848394625
629,17,신길3동,male,2712.3355219661357
630,17,신길4동,female,1347.1017025518765
631,17,신길4동,male,1391.76680023603
632,17,신길5동,female,1676.1931292231218
633,17,신길5동,male,1699.4700799791103
634,17,신길6동,female,3749.809710009679
635,17,신길6동,male,3581.2043779291043
636,17,신길7동,female,2979.107388536753
637,17,신길7동,male,2995.477878737148
638,17,양평1동,female,4137.829897367152
639,17,양평1동,male,4319.609411451448
640,17,양평2동,female,6062.853163957359
641,17,양평2동,male,7390.163645688219
642,17,여의동,female,20648.133890408295
643,17,여의동,male,25571.97284873397
644,17,영등포동,female,15453.352837210257
645,17,영등포동,male,15424.495947015348
646,17,영등포본동,female,4625.417309371085
647,17,영등포본동,male,4429.38915539454
648,18,당산1동,female,5602.020948805757
649,18,당산1동,male,6453.589771189857
650,18,당산2동,female,8127.482421307789
651,18,당산2동,male,8738.017744266397
652,18,대림1동,female,3170.4881479836554
653,18,대림1동,male,2994.117690177292
654,18,대림2동,female,3056.6412025425393
655,18,대림2동,male,3091.4877539183144
656,18,대림3동,female,4384.930446803621
657,18,대림3동,male,4780.5520551049285
658,18,도림동,female,3058.362318293811
659,18,도림동,male,3084.8518138822546
660,18,문래동,female,8304.950955571814
661,18,문래동,male,8505.233354250655
662,18,신길1동,female,3222.7535241913743
663,18,신길1동,male,3405.290522320103
664,18,신길3동,female,2833.207162332511
665,18,신길3동,male,2859.3380719204015
666,18,신길4동,female,1419.1448580297174
667,18,신길4동,male,1491.9645969639564
668,18,신길5동,female,1724.0226362283831
669,18,신길5동,male,1743.9000416915587
670,18,신길6동,female,3927.8451038073713
671,18,신길6동,male,3893.0251803883525
672,18,신길7동,female,3067.3088859772724
673,18,신길7동,male,3143.7346348633873
674,18,양평1동,female,3964.3824094691604
675,18,양평1동,male,4124.463079117407
676,18,양평2동,female,5637.3940498358315
677,18,양평2동,male,6791.631798909978
678,18,여의동,female,17565.914071202384
679,18,여의동,male,19992.842136954932
680,18,영등포동,female,14434.626515265267
681,18,영등포동,male,14611.334179204232
682,18,영등포본동,female,4658.100367884578
683,18,영등포본동,male,4626.7023669725695
684,19,당산1동,female,5182.648187324263
685,19,당산1동,male,5935.462400298569
686,19,당산2동,female,7528.472395377044
687,19,당산2동,male,8092.7766536996405
688,19,대림1동,female,3254.777356264086
689,19,대림1동,male,3121.871297921801
690,19,대림2동,female,3051.590360509168
691,19,대림2동,male,3158.3818916641308
692,19,대림3동,female,4394.894861401427
693,19,대림3동,male,4701.771401690895
694,19,도림동,female,3190.0707823331686
695,19,도림동,male,3265.0322355256462
696,19,문래동,female,8088.562374155366
697,19,문래동,male,8285.213538518836
698,19,신길1동,female,3076.687797487093
699,19,신길1동,male,3265.889041534533
700,19,신길3동,female,2841.195808730935
701,19,신길3동,male,2907.0757703392624
702,19,신길4동,female,1447.55222043957
703,19,신길4동,male,1545.6719653911173
704,19,신길5동,female,1753.9254998924657
705,19,신길5동,male,1784.0640138958718
706,19,신길6동,female,3959.8209439234784
707,19,신길6동,male,3843.086051910574
708,19,신길7동,female,3088.165357849051
709,19,신길7동,male,3193.76795886337
710,19,양평1동,female,3832.8006992196774
711,19,양평1동,male,3899.003255401446
712,19,양평2동,female,5283.80099037071
713,19,양평2동,male,6099.816293967674
714,19,여의동,female,15789.21248493676
715,19,여의동,male,17259.682416190633
716,19,영등포동,female,13565.433564803043
717,19,영등포동,male,13795.665685468723
718,19,영등포본동,female,4662.880791761429
719,19,영등포본동,male,4650.9461925423375
720,20,당산1동,female,5070.864248063593
721,20,당산1동,male,5633.3896659934135
722,20,당산2동,female,7243.403482885363
723,20,당산2동,male,7656.887833674067
724,20,대림1동,female,3314.5950878152485
725,20,대림1동,male,3116.168362132597
